fips,county,state,case,year,prcp,avtemp,size
1001,Autauga County,Alabama,0,2000,959.2705024719238,18.10082697868347,43872
1003,Baldwin County,Alabama,1,2000,1019.4288143869173,19.67102224543943,141358
1005,Barbour County,Alabama,0,2000,1005.5298515768612,18.07436923419728,29035
1007,Bibb County,Alabama,0,2000,993.697525516633,17.417446280038487,19936
1009,Blount County,Alabama,0,2000,1178.8186126059675,16.345661366239508,51181
1011,Bullock County,Alabama,0,2000,1068.4640751591435,17.66637658484188,11604
1013,Butler County,Alabama,0,2000,1019.1419146993886,18.65225075431492,21313
1015,Calhoun County,Alabama,0,2000,1004.1204863757622,16.09575405353453,111342
1017,Chambers County,Alabama,0,2000,1042.9925873145628,16.42727481113391,36593
1019,Cherokee County,Alabama,0,2000,1146.2874416775173,15.551998551686605,24053
1021,Chilton County,Alabama,0,2000,1000.8149075594815,17.388358844410288,39781
1023,Choctaw County,Alabama,0,2000,961.9136521833657,18.349176713149912,15850
1025,Clarke County,Alabama,0,2000,932.0647051642923,18.746761007869946,27833
1027,Clay County,Alabama,0,2000,1131.406889512804,15.985289414723715,14264
1029,Cleburne County,Alabama,0,2000,1074.1503405624562,15.302320201745195,14156
1031,Coffee County,Alabama,0,2000,980.4404072664222,18.95800224615603,43540
1033,Colbert County,Alabama,0,2000,1105.7552785349417,16.21952703496912,55024
1035,Conecuh County,Alabama,0,2000,1063.018495686849,18.698115634918214,14040
1037,Coosa County,Alabama,0,2000,1047.7597677541335,16.9362562534421,11843
1039,Covington County,Alabama,0,2000,1022.1224361218905,18.860618616405286,37490
1041,Crenshaw County,Alabama,0,2000,989.5134524390811,18.464243956974574,13696
1043,Cullman County,Alabama,0,2000,1273.9190101967201,16.181072810748677,77580
1045,Dale County,Alabama,0,2000,962.7314304896763,18.997370883396695,49068
1047,Dallas County,Alabama,0,2000,957.130068766276,18.331038004557293,46181
1049,DeKalb County,Alabama,0,2000,1214.191378252222,14.67753022745115,64638
1051,Elmore County,Alabama,1,2000,992.035749719498,17.593159513270603,66230
1053,Escambia County,Alabama,0,2000,1090.291016862199,19.008134236206878,38402
1055,Etowah County,Alabama,0,2000,1108.3521209716796,16.115329241752626,103313
1057,Fayette County,Alabama,0,2000,1104.1880045572916,16.471586079067656,18456
1059,Franklin County,Alabama,0,2000,1162.861203400985,16.294038482334305,31208
1061,Geneva County,Alabama,0,2000,1066.613882266774,18.870906403485467,25790
1063,Greene County,Alabama,0,2000,1036.7769478934151,17.76964283897763,9946
1065,Hale County,Alabama,0,2000,1033.473158023232,18.08624859860069,18288
1067,Henry County,Alabama,0,2000,940.9891446741616,18.794930853494783,16344
1069,Houston County,Alabama,0,2000,980.0964728860295,19.459013635971967,88919
1071,Jackson County,Alabama,0,2000,1380.2669476764959,14.865046751208421,54029
1073,Jefferson County,Alabama,1,2000,1122.9928449799743,17.13653315773493,662214
1075,Lamar County,Alabama,0,2000,1044.51083984375,16.719597354688144,15905
1077,Lauderdale County,Alabama,0,2000,1106.9537253639915,15.9259389964017,87982
1079,Lawrence County,Alabama,0,2000,1155.5346584875606,16.43308695080211,34856
1081,Lee County,Alabama,0,2000,1039.2651103626597,17.268195173957132,115511
1083,Limestone County,Alabama,0,2000,1182.7243367513022,15.945319451226128,65930
1085,Lowndes County,Alabama,0,2000,967.6132988683956,18.50157403454338,13487
1087,Macon County,Alabama,0,2000,1000.6525018865412,17.56185928258029,24075
1089,Madison County,Alabama,0,2000,1260.0958370782632,15.685259945624697,277868
1091,Marengo County,Alabama,0,2000,958.1432445629223,18.256963137033825,22566
1093,Marion County,Alabama,0,2000,1129.47706155216,16.122484814886953,31149
1095,Marshall County,Alabama,0,2000,1254.9924226459705,16.034380189996018,82333
1097,Mobile County,Alabama,2,2000,998.3773810977027,19.517945652916318,400061
1099,Monroe County,Alabama,0,2000,958.6220001220703,18.653620229448592,24281
1101,Montgomery County,Alabama,0,2000,939.4126718455348,18.291718302101923,223413
1103,Morgan County,Alabama,0,2000,1183.6457921808417,16.27785716273568,111194
1105,Perry County,Alabama,0,2000,1002.4889215207568,17.84020294862635,11808
1107,Pickens County,Alabama,0,2000,1071.0528214977633,17.374046048810406,20904
1109,Pike County,Alabama,0,2000,940.9209588857798,18.38423673923199,29734
1111,Randolph County,Alabama,0,2000,1042.1598782009548,15.674316865426523,22414
1113,Russell County,Alabama,0,2000,975.6905510870965,17.692953172620836,49692
1115,St. Clair County,Alabama,0,2000,1093.2401078073601,16.41994649987472,65079
1117,Shelby County,Alabama,0,2000,1043.3147451466527,17.342265392171925,144523
